MCT0001-2443,1023023017845,19.02,0.17,67.74803,-24.43886,54418.33344,0
MCT0001-2443,1023023017845,18.63,0.14,67.74815,-24.43888,54418.33998,0
MCT0001-2443,1023023017845,18.54,0.14,67.74819,-24.43901,54418.34658,0
MCT0001-2443,1023023017845,18.65,0.14,67.74811,-24.43895,54418.35333,0
MCT0001-2443,1023023017845,18.62,0.14,67.74804,-24.43873,54387.42140,0
MCT0001-2443,1023023017845,18.77,0.15,67.74797,-24.43890,54387.42735,0
MCT0001-2443,1023023017845,18.66,0.15,67.74821,-24.43897,54387.43327,0
MCT0001-2443,1023023017845,18.67,0.15,67.74810,-24.43883,54387.43920,0
MCT0001-2443,1023023017845,18.80,0.17,67.74808,-24.43901,54794.34462,0
MCT0001-2443,1023023017845,18.77,0.15,67.74794,-24.43899,54768.37936,0
MCT0001-2443,1023023017845,18.62,0.14,67.74819,-24.43881,54768.38611,0
MCT0001-2443,1023023017845,18.54,0.14,67.74827,-24.43891,54768.39275,0
MCT0001-2443,1023023017845,18.59,0.14,67.74815,-24.43898,54768.39947,0
MCT0001-2443,1023023017845,18.56,0.12,67.74826,-24.43891,55535.28947,0
MCT0001-2443,1023023017845,18.55,0.12,67.74827,-24.43900,55535.30144,0
MCT0001-2443,1023023017845,18.77,0.13,67.74801,-24.43900,55535.30746,0
MCT0001-2443,1023023017845,18.71,0.15,67.74811,-24.43893,55543.26637,0
MCT0001-2443,1023023017845,18.44,0.14,67.74793,-24.43905,55543.28024,0
MCT0001-2443,1023023017845,18.71,0.15,67.74822,-24.43887,55543.28717,0
MCT0001-2443,1023023017845,18.67,0.15,67.74798,-24.43888,55503.34002,0
MCT0001-2443,1023023017845,18.51,0.14,67.74826,-24.43906,55503.35149,0
MCT0001-2443,1023023017845,18.68,0.15,67.74810,-24.43897,55503.35727,0
MCT0001-2443,1023023017845,18.46,0.14,67.74827,-24.43918,55517.27273,0
MCT0001-2443,1023023017845,18.67,0.15,67.74812,-24.43906,55517.28316,0
MCT0001-2443,1023023017845,19.09,0.19,67.74832,-24.43897,55517.28836,0
MCT0001-2443,1023023017845,18.80,0.19,67.74822,-24.43872,55575.17740,0
MCT0001-2443,1023023017845,19.00,0.21,67.74793,-24.43899,55575.18410,0
MCT0001-2443,1023023017845,18.53,0.17,67.74839,-24.43919,55575.19081,0
MCT0001-2443,1023023017845,18.65,0.18,67.74791,-24.43896,55575.19757,0
MCT0001-2443,1023023017845,18.62,0.14,67.74827,-24.43896,54453.25420,0
MCT0001-2443,1023023017845,19.00,0.17,67.74794,-24.43889,54453.26184,0
MCT0001-2443,1023023017845,18.50,0.14,67.74788,-24.43902,54453.26950,0
MCT0001-2443,1023023017845,18.73,0.15,67.74806,-24.43884,54453.27713,0
MCT0001-2443,1023023017845,19.00,0.18,67.74827,-24.43918,55602.12592,0
MCT0001-2443,1023023017845,18.46,0.14,67.74845,-24.43887,55602.13274,0
MCT0001-2443,1023023017845,18.76,0.16,67.74783,-24.43882,55602.13956,0
MCT0001-2443,1023023017845,18.79,0.16,67.74811,-24.43892,55602.14646,0
MCT0001-2443,1023023017845,18.57,0.15,67.74785,-24.43900,55857.39329,0
MCT0001-2443,1023023017845,18.50,0.14,67.74848,-24.43912,55857.40238,0
MCT0001-2443,1023023017845,18.53,0.14,67.74785,-24.43903,55857.41024,0
MCT0001-2443,1023023017845,18.68,0.15,67.74805,-24.43900,55857.41822,0
MCT0001-2443,1023023017845,18.60,0.15,67.74803,-24.43897,55866.45006,0
MCT0001-2443,1023023017845,18.77,0.16,67.74815,-24.43917,55866.45585,0
MCT0001-2443,1023023017845,18.73,0.16,67.74791,-24.43905,55866.46169,0
MCT0001-2443,1023023017845,18.60,0.15,67.74824,-24.43883,55866.46751,0
MCT0001-2443,1023023017845,18.56,0.14,67.74783,-24.43895,55929.19120,0
MCT0001-2443,1023023017845,18.68,0.15,67.74816,-24.43885,55929.19686,0
MCT0001-2443,1023023017845,18.60,0.14,67.74827,-24.43910,55929.20252,0
MCT0001-2443,1023023017845,18.65,0.15,67.74834,-24.43920,55929.20818,0
MCT0001-2443,1023023017845,18.42,0.13,67.74812,-24.43898,56245.35044,0
MCT0001-2443,1023023017845,18.89,0.16,67.74802,-24.43907,56245.35726,0
MCT0001-2443,1023023017845,18.74,0.15,67.74777,-24.43885,56245.36411,0
MCT0001-2443,1023023017845,18.83,0.16,67.74798,-24.43916,56245.37099,0
MCT0001-2443,1023023017845,18.68,0.15,67.74802,-24.43906,56269.28268,0
MCT0001-2443,1023023017845,18.65,0.15,67.74790,-24.43908,56269.29173,0
MCT0001-2443,1023023017845,18.58,0.15,67.74819,-24.43884,56269.30085,0
MCT0001-2443,1023023017845,18.54,0.14,67.74811,-24.43891,56269.30996,0
MCT0001-2443,1023023017845,18.74,0.16,67.74820,-24.43898,55956.11276,0
MCT0001-2443,1023023017845,19.10,0.18,67.74796,-24.43898,55956.11881,0
MCT0001-2443,1023023017845,18.68,0.16,67.74816,-24.43909,55956.12505,0
MCT0001-2443,1023023017845,18.70,0.16,67.74809,-24.43896,55956.13119,0
MCT0006-2320,3023061048033,16.60,0.14,130.52397,-23.06852,53731.65764,0
MCT0006-2320,3023061048033,16.75,0.15,130.52392,-23.06842,53731.66756,0
MCT0006-2320,3023061048033,16.72,0.15,130.52394,-23.06854,53731.67764,0
MCT0006-2320,3023061048033,16.63,0.14,130.52396,-23.06853,53731.68735,0
MCT0006-2320,3023061048033,16.62,0.12,130.52398,-23.06855,53837.44100,0
MCT0006-2320,3023061048033,16.63,0.13,130.52405,-23.06842,53837.44998,0
MCT0006-2320,3023061048033,16.64,0.13,130.52398,-23.06848,53837.45897,0
MCT0006-2320,3023061048033,16.54,0.12,130.52392,-23.06847,53837.46795,0
MCT0006-2320,3023061048033,16.66,0.15,130.52393,-23.06848,53761.58655,0
MCT0006-2320,3023061048033,16.69,0.15,130.52399,-23.06853,53761.59558,0
MCT0006-2320,3023061048033,16.71,0.15,130.52395,-23.06852,53761.60848,0
MCT0006-2320,3023061048033,16.66,0.15,130.52393,-23.06850,53761.61738,0
MCT0006-2320,3023061048033,16.72,0.13,130.52394,-23.06850,54196.44485,0
MCT0006-2320,3023061048033,16.68,0.12,130.52399,-23.06848,54196.45513,0
MCT0006-2320,3023061048033,16.70,0.12,130.52390,-23.06846,54196.46580,0
MCT0006-2320,3023061048033,16.65,0.12,130.52398,-23.06860,54196.47614,0
MCT0006-2320,3023061048033,16.69,0.15,130.52399,-23.06843,54247.35900,0
MCT0006-2320,3023061048033,16.71,0.19,130.52392,-23.06851,54424.65262,0
MCT0006-2320,3023061048033,16.62,0.14,130.52397,-23.06854,54424.66177,0
MCT0006-2320,3023061048033,16.69,0.14,130.52395,-23.06845,54424.67084,0
MCT0006-2320,3023061048033,16.70,0.15,130.52387,-23.06846,54424.67996,0
MCT0006-2320,3023061048033,16.67,0.14,130.52393,-23.06854,54801.65804,0
MCT0006-2320,3023061048033,16.61,0.19,130.52396,-23.06851,54801.66768,0
MCT0006-2320,3023061048033,16.63,0.15,130.52396,-23.06854,54801.67735,0
MCT0006-2320,3023061048033,16.69,0.16,130.52392,-23.06847,54801.68723,0
MCT0006-2320,3023061048033,16.65,0.12,130.52395,-23.06851,54831.64027,0
MCT0006-2320,3023061048033,16.66,0.12,130.52394,-23.06849,54831.65031,0
MCT0006-2320,3023061048033,16.70,0.12,130.52392,-23.06849,54831.66130,0
MCT0006-2320,3023061048033,16.65,0.12,130.52393,-23.06847,54831.67096,0
MCT0006-2320,3023061048033,16.63,0.14,130.52399,-23.06854,54492.60179,0
MCT0006-2320,3023061048033,16.62,0.14,130.52393,-23.06850,54492.61426,0
MCT0006-2320,3023061048033,16.68,0.15,130.52397,-23.06852,54492.62641,0
MCT0006-2320,3023061048033,16.64,0.14,130.52395,-23.06852,54492.63834,0
MCT0006-2320,3023061048033,16.70,0.14,130.52397,-23.06852,54526.48890,0
MCT0006-2320,3023061048033,16.65,0.13,130.52393,-23.06852,54526.49812,0
MCT0006-2320,3023061048033,16.75,0.14,130.52393,-23.06851,54526.50683,0
MCT0006-2320,3023061048033,16.74,0.14,130.52399,-23.06849,54526.51557,0
MCT0006-2320,3023061048033,16.74,0.14,130.52395,-23.06852,54536.54810,0
MCT0006-2320,3023061048033,16.61,0.13,130.52394,-23.06853,54536.55621,0
MCT0006-2320,3023061048033,16.70,0.14,130.52395,-23.06851,54536.56433,0
MCT0006-2320,3023061048033,16.62,0.13,130.52396,-23.06848,54536.57252,0
MCT0006-2320,3023061048033,16.66,0.12,130.52398,-23.06848,54595.45695,0
MCT0006-2320,3023061048033,16.65,0.12,130.52396,-23.06847,54595.46511,0
MCT0006-2320,3023061048033,16.67,0.12,130.52401,-23.06851,54595.47324,0
MCT0006-2320,3023061048033,16.69,0.12,130.52396,-23.06847,54595.48139,0
MCT0006-2320,3023061048033,16.71,0.14,130.52392,-23.06844,54758.75250,0
MCT0006-2320,3023061048033,16.63,0.14,130.52392,-23.06845,54758.75646,0
MCT0006-2320,3023061048033,16.53,0.13,130.52399,-23.06847,54758.76041,0
MCT0006-2320,3023061048033,16.64,0.14,130.52391,-23.06845,54758.76449,0
MCT0006-2320,3023061048033,16.66,0.11,130.52397,-23.06846,54903.47999,0
MCT0006-2320,3023061048033,16.66,0.11,130.52396,-23.06852,54903.49040,0
MCT0006-2320,3023061048033,16.66,0.11,130.52399,-23.06847,54905.50196,0
MCT0006-2320,3023061048033,16.71,0.11,130.52393,-23.06849,54905.51223,0
MCT0006-2320,3023061048033,16.71,0.11,130.52390,-23.06844,54905.52239,0
MCT0006-2320,3023061048033,16.76,0.11,130.52390,-23.06848,54905.53256,0
MCT0006-2320,3023061048033,16.70,0.13,130.52392,-23.06850,54919.47624,0
MCT0006-2320,3023061048033,16.61,0.12,130.52394,-23.06852,54919.48593,0
MCT0006-2320,3023061048033,16.60,0.12,130.52399,-23.06849,54919.49558,0
MCT0006-2320,3023061048033,16.70,0.13,130.52397,-23.06848,54919.50524,0
MCT0006-2320,3023061048033,16.68,0.13,130.52401,-23.06852,54967.36020,0
MCT0006-2320,3023061048033,16.68,0.13,130.52389,-23.06844,54967.36825,0
MCT0006-2320,3023061048033,16.74,0.13,130.52395,-23.06843,54967.37630,0
MCT0006-2320,3023061048033,16.67,0.13,130.52397,-23.06859,54967.38437,0
MCT0006-2320,3023061048033,16.66,0.10,130.52392,-23.06845,55243.59138,0
MCT0006-2320,3023061048033,16.79,0.15,130.52393,-23.06846,55326.42635,0
MCT0006-2320,3023061048033,16.71,0.14,130.52390,-23.06845,55518.66732,0
MCT0006-2320,3023061048033,16.64,0.13,130.52396,-23.06846,55518.69636,0
MCT0006-2320,3023061048033,16.76,0.15,130.52400,-23.06843,55658.46652,0
MCT0006-2320,3023061048033,16.74,0.13,130.52394,-23.06844,55658.50373,0
MCT0006-2320,3023061048033,16.70,0.12,130.52395,-23.06849,55676.37501,0
MCT0006-2320,3023061048033,16.59,0.11,130.52395,-23.06849,55676.40966,0
MCT0006-2320,3023061048033,16.73,0.14,130.52392,-23.06847,55602.54588,0
MCT0006-2320,3023061048033,16.61,0.13,130.52392,-23.06849,55602.57643,0
MCT0006-2320,3023061048033,16.74,0.11,130.52394,-23.06854,55567.59783,0
MCT0006-2320,3023061048033,16.61,0.11,130.52396,-23.06849,55567.63000,0
MCT0006-2320,3023061048033,16.28,0.31,130.52391,-23.06848,55632.53631,0
MCT0006-2320,3023061048033,16.64,0.11,130.52396,-23.06847,55922.56281,0
MCT0006-2320,3023061048033,16.64,0.11,130.52399,-23.06851,55922.57460,0
MCT0006-2320,3023061048033,16.67,0.11,130.52393,-23.06847,55922.58648,0
MCT0006-2320,3023061048033,16.67,0.11,130.52395,-23.06847,55922.59853,0
MCT0006-2320,3023061048033,16.61,0.10,130.52393,-23.06852,56064.36720,0
MCT0006-2320,3023061048033,16.62,0.10,130.52395,-23.06846,56064.37911,0
MCT0006-2320,3023061048033,16.62,0.10,130.52395,-23.06853,56064.39108,0
MCT0006-2320,3023061048033,16.67,0.10,130.52399,-23.06847,56064.40302,0
MCT0006-2320,3023061048033,16.70,0.11,130.52395,-23.06844,56277.60913,0
MCT0006-2320,3023061048033,16.66,0.11,130.52392,-23.06839,56277.61766,0
MCT0006-2320,3023061048033,16.65,0.11,130.52397,-23.06838,56277.62653,0
MCT0006-2320,3023061048033,16.69,0.11,130.52392,-23.06844,56277.63532,0
MCT0006-2320,3023061048033,16.67,0.10,130.52396,-23.06848,56356.53566,0
MCT0006-2320,3023061048033,16.64,0.10,130.52393,-23.06847,56356.54627,0
MCT0006-2320,3023061048033,16.65,0.10,130.52400,-23.06846,56356.55711,0
MCT0006-2320,3023061048033,16.68,0.11,130.52394,-23.06851,56356.56774,0
MCT0006-2320,3023061048033,16.63,0.10,130.52394,-23.06849,56416.40660,0
MCT0006-2320,3023061048033,16.57,0.10,130.52396,-23.06845,56416.41673,0
MCT0006-2320,3023061048033,16.66,0.10,130.52393,-23.06849,56416.42699,0
MCT0006-2320,3023061048033,16.68,0.10,130.52397,-23.06843,56416.43725,0
MCT0006-2320,3023061048033,16.64,0.10,130.52398,-23.06846,55243.60373,0
MCT0006-2320,3023061048033,16.66,0.10,130.52395,-23.06852,55243.61610,0
MCT0006-2320,3023061048033,16.70,0.10,130.52395,-23.06847,55243.62848,0
MCT0013-2601,3025106015961,18.82,0.45,233.84940,-25.75545,53599.46873,0
MCT0013-2601,3025106015961,18.34,0.30,233.84928,-25.75555,53607.41350,0
MCT0013-2601,3025106015961,18.02,0.25,233.84935,-25.75556,53562.42461,0
MCT0013-2601,3025106015961,18.42,0.31,233.84926,-25.75545,53562.43276,0
MCT0013-2601,3025106015961,18.32,0.31,233.84935,-25.75540,53562.44075,0
MCT0013-2601,3025106015961,17.72,0.24,233.84924,-25.75535,53562.44875,0
MCT0013-2601,3025106015961,18.11,0.26,233.84922,-25.75540,53579.53093,0
MCT0013-2601,3025106015961,18.27,0.29,233.84920,-25.75542,53579.53805,0
MCT0013-2601,3025106015961,18.31,0.30,233.84928,-25.75541,53579.54513,0
MCT0013-2601,3025106015961,18.12,0.27,233.84928,-25.75547,53579.55222,0
MCT0013-2601,3025106015961,18.01,0.24,233.84930,-25.75526,53628.40664,0
MCT0013-2601,3025106015961,18.29,0.28,233.84907,-25.75545,53628.41754,0
MCT0013-2601,3025106015961,18.52,0.32,233.84905,-25.75538,53831.69211,0
MCT0013-2601,3025106015961,17.89,0.23,233.84921,-25.75544,53831.70189,0
MCT0013-2601,3025106015961,18.71,0.36,233.84919,-25.75523,53831.71166,0
MCT0013-2601,3025106015961,17.94,0.24,233.84918,-25.75550,53831.72143,0
MCT0013-2601,3025106015961,18.04,0.28,233.84957,-25.75516,53956.45182,0
MCT0013-2601,3025106015961,18.16,0.30,233.84916,-25.75525,53956.46081,0
MCT0013-2601,3025106015961,18.22,0.31,233.84933,-25.75535,53967.43509,0
MCT0013-2601,3025106015961,18.24,0.31,233.84907,-25.75549,53967.44373,0
MCT0013-2601,3025106015961,18.33,0.33,233.84929,-25.75546,53967.45225,0
MCT0013-2601,3025106015961,18.21,0.31,233.84916,-25.75532,53967.46074,0
MCT0013-2601,3025106015961,18.23,0.32,233.84913,-25.75545,53772.76107,0
MCT0013-2601,3025106015961,17.95,0.27,233.84904,-25.75541,53919.55056,0
MCT0013-2601,3025106015961,18.37,0.34,233.84904,-25.75541,53919.56842,0
MCT0013-2601,3025106015961,18.21,0.24,233.84927,-25.75527,53946.51137,0
MCT0013-2601,3025106015961,18.42,0.27,233.84931,-25.75546,53946.52331,0
MCT0013-2601,3025106015961,18.56,0.34,233.84926,-25.75544,53892.49218,0
MCT0013-2601,3025106015961,18.11,0.26,233.84917,-25.75532,53892.50196,0
MCT0013-2601,3025106015961,18.14,0.27,233.84933,-25.75546,53892.51114,0
MCT0013-2601,3025106015961,18.37,0.30,233.84947,-25.75561,53892.51984,0
MCT0013-2601,3025106015961,18.71,0.40,233.84948,-25.75547,53900.62808,0
MCT0013-2601,3025106015961,18.22,0.30,233.84911,-25.75551,53900.63706,0
MCT0013-2601,3025106015961,18.32,0.32,233.84934,-25.75540,53900.65503,0
MCT0013-2601,3025106015961,18.23,0.30,233.84932,-25.75544,53913.53070,0
MCT0013-2601,3025106015961,18.32,0.32,233.84942,-25.75531,53913.53921,0
MCT0013-2601,3025106015961,18.49,0.35,233.84935,-25.75545,53913.54773,0
MCT0013-2601,3025106015961,18.27,0.31,233.84928,-25.75544,53913.55625,0
MCT0013-2601,3025106015961,18.05,0.25,233.84935,-25.75536,53821.69199,0
MCT0013-2601,3025106015961,18.22,0.27,233.84907,-25.75548,53821.70285,0
MCT0013-2601,3025106015961,18.33,0.29,233.84921,-25.75555,53821.71359,0
MCT0013-2601,3025106015961,17.90,0.23,233.84923,-25.75533,53821.72401,0
MCT0013-2601,3025106015961,18.41,0.31,233.84915,-25.75537,53872.64455,0
MCT0013-2601,3025106015961,18.87,0.40,233.84926,-25.75544,53872.65320,0
MCT0013-2601,3025106015961,18.29,0.29,233.84918,-25.75546,53872.66198,0
MCT0013-2601,3025106015961,19.03,0.44,233.84942,-25.75522,53872.67059,0
MCT0013-2601,3025106015961,17.91,0.19,233.84928,-25.75544,53877.63563,0
MCT0013-2601,3025106015961,18.07,0.20,233.84928,-25.75544,53877.64758,0
MCT0013-2601,3025106015961,18.28,0.23,233.84919,-25.75548,53877.65955,0
MCT0013-2601,3025106015961,18.03,0.20,233.84934,-25.75543,53877.67161,0
MCT0013-2601,3025106015961,18.01,0.20,233.84894,-25.75539,53884.64742,0
MCT0013-2601,3025106015961,18.21,0.22,233.84943,-25.75535,53884.65774,0
MCT0013-2601,3025106015961,18.00,0.20,233.84908,-25.75540,53884.66806,0
MCT0013-2601,3025106015961,18.53,0.26,233.84919,-25.75548,53884.68057,0
MCT0013-2601,3025106015961,18.32,0.20,233.84930,-25.75546,53885.61567,0
MCT0013-2601,3025106015961,18.14,0.18,233.84907,-25.75540,53885.62758,0
MCT0013-2601,3025106015961,18.46,0.22,233.84924,-25.75535,53885.63953,0
MCT0013-2601,3025106015961,18.34,0.20,233.84938,-25.75547,53885.65147,0
MCT0013-2601,3025106015961,18.04,0.28,233.84929,-25.75532,53982.39993,0
MCT0013-2601,3025106015961,18.80,0.43,233.84954,-25.75545,53982.41687,0
MCT0013-2601,3025106015961,17.58,0.23,233.84900,-25.75521,53997.40106,0
MCT0013-2601,3025106015961,18.49,0.38,233.84944,-25.75530,53997.40621,0
